path	sentence_id	t1_score_-1	t1_score_0	t1_score_1
sampled-201302-16450.json.eval.json	41	0	0	1
sampled-201302-16450.json.eval.json	42	0	0	1
sampled-201302-16450.json.eval.json	43	0	0	1
sampled-201302-16450.json.eval.json	44	0	0	1
sampled-201302-16450.json.eval.json	45	0	0	1
sampled-201302-16450.json.eval.json	46	0	0	1
sampled-201302-16450.json.eval.json	47	0	0	1
sampled-201302-16450.json.eval.json	48	0	0	1
sampled-201302-16450.json.eval.json	49	0	0	1
sampled-201303-342.json.eval.json	1	1	0	0
sampled-201303-342.json.eval.json	2	0	1	0
sampled-201303-342.json.eval.json	3	0	1	0
sampled-201303-342.json.eval.json	4	0	0	1
sampled-201303-342.json.eval.json	5	0	0	1
sampled-201303-342.json.eval.json	6	0	0	1
sampled-201303-342.json.eval.json	7	0	0	1
sampled-201303-342.json.eval.json	8	0	0	1
sampled-201303-342.json.eval.json	9	0	0	1
sampled-201303-342.json.eval.json	10	0	0	1
sampled-201303-342.json.eval.json	11	0	0	1
sampled-201303-342.json.eval.json	12	0	0	1
sampled-201303-342.json.eval.json	13	0	0	1
sampled-201303-3262.json.eval.json	1	0	0	1
sampled-201303-3262.json.eval.json	2	0	0	1
sampled-201303-3262.json.eval.json	3	0	0	1
sampled-201303-3262.json.eval.json	4	0	0	1
sampled-201301-1448.json.eval.json	1	0	0	1
sampled-201301-1448.json.eval.json	2	0	0	1
sampled-201301-1448.json.eval.json	3	0	0	1
sampled-201301-1448.json.eval.json	4	0	0	1
sampled-201301-1448.json.eval.json	5	0	0	1
